id,cover,genres,name,platforms,summary,url,first_release_date,involved_companies
296099,"{'id': 375288, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co81ko.jpg'}","[{'id': 5, 'name': 'Shooter'}]",Cartoon Cartoon Food Bash,"[{'id': 82, 'name': 'Web browser'}]","A Flash game formerly featured on the Cartoon Network website featuring characters from Johnny Bravo, Ed, Edd n Eddy, The Powerpuff Girls, and Samurai Jack.",https://www.igdb.com/games/cartoon-cartoon-food-bash,1041292800.0,"[{'id': 261503, 'company': {'id': 10592, 'name': 'Cartoon Network'}}]"
343529,"{'id': 462785, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9x35.jpg'}","[{'id': 13, 'name': 'Simulator'}]",Eggconsole Schwarzschild PC-9801,"[{'id': 130, 'name': 'Nintendo Switch'}]",Become the young king of the Sankuri Star Nation and unify all the star systems of the galaxy. Enjoy a space opera in this turn-based sci-fi simulation game.,https://www.igdb.com/games/eggconsole-schwarzschild-pc-9801,1747267200.0,
199765,"{'id': 222657, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co4rsx.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 15, 'name': 'Strategy'}]",Surviving Mars: Martian Express,,Trains are here! With the Martian Express pack you’ll finally be able to move your colonists and resources between stations facilitating access to far away domes and remote resource deposits. Other outside manned buildings will also be buildable near stations without needing a dome.,https://www.igdb.com/games/surviving-mars-martian-express,,
376278,"{'id': 504077, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coasy5.jpg'}","[{'id': 8, 'name': 'Platform'}, {'id': 9, 'name': 'Puzzle'}, {'id': 32, 'name': 'Indie'}]",Within Lattice,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Within Lattice is a 2D logic puzzle game where you swap chunks of tiles in a grid to reach the objective.,https://www.igdb.com/games/within-lattice,1761955200.0,"[{'id': 357283, 'company': {'id': 71131, 'name': 'Sasu Games'}}]"
114976,"{'id': 292936, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co6a14.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 32, 'name': 'Indie'}]",Oik Memory 3,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",At the beginning of each round in a short time the game marks from 4 to 12 blocks. You need to open these blocks in the right order!,https://www.igdb.com/games/oik-memory-3,1550102400.0,
325912,"{'id': 427523, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co95vn.jpg'}","[{'id': 13, 'name': 'Simulator'}]",DCS World: NS 430 Navigation System for Mi-8MTV2 Cockpit,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",The NS 430 for the Mi-8MTV2 module integrates the NS 430 panel directly into the Mi-8MTV2 cockpit (not as a pop-up display). The NS 430 is fully wired into the electrical and radio systems of the Mi-8MTV2.,https://www.igdb.com/games/dcs-world-ns-430-navigation-system-for-mi-8mtv2-cockpit,1636156800.0,"[{'id': 299750, 'company': {'id': 530, 'name': 'Eagle Dynamics'}}]"
341529,"{'id': 458123, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9thn.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 31, 'name': 'Adventure'}]",Tomb of the Overlord,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Delve into the depths of the Tomb of the Overlord, a co-op action RPG where you battle relentless undead, master powerful classes, and forge your own path through multiclass progression.",https://www.igdb.com/games/tomb-of-the-overlord,,
278219,"{'id': 346093, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7f1p.jpg'}","[{'id': 35, 'name': 'Card & Board Game'}]",Mr. Bean Solitaire,"[{'id': 82, 'name': 'Web browser'}]",Who hasn't ever played the card game Solitaire? Now you can play the free online Mr Bean Solitaire game. You win the game when all four stacks are completed with their respective King! Boomerang is the best place for Mr Bean games!,https://www.igdb.com/games/mr-bean-solitaire,,
129447,"{'id': 95835, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co21y3.jpg'}","[{'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Goblet Cave,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]","Goblet Cave is a first person cave exploration adventure game where you explore a treacherous, procedurally generated cavern. Use ropes, bombs and platforms to navigate deep into the cave in search of the Goblet.",https://www.igdb.com/games/goblet-cave,1577059200.0,"[{'id': 95004, 'company': {'id': 17029, 'name': 'Sokpop Collective'}}]"
138284,"{'id': 114041, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2fzt.jpg'}","[{'id': 13, 'name': 'Simulator'}]",My Club Dino,"[{'id': 82, 'name': 'Web browser'}]","My Club Dino is an online fun and educational dinosaur game, targeted for young kids in between 5 and 12 years old. My Club Dino combines fun, education and interaction",https://www.igdb.com/games/my-club-dino,1287100800.0,"[{'id': 107542, 'company': {'id': 27695, 'name': 'My Club Dino'}}]"
286649,"{'id': 361926, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7r9i.jpg'}","[{'id': 8, 'name': 'Platform'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Diamond Hollow,"[{'id': 82, 'name': 'Web browser'}]","Shoot, upgrade, conquer enemies, attempt achievements, collect gems, all in an attempt to escape an endless cave",https://www.igdb.com/games/diamond-hollow,1325289600.0,"[{'id': 252871, 'company': {'id': 13126, 'name': 'Kongregate'}}]"
310649,"{'id': 400383, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8kxr.jpg'}","[{'id': 33, 'name': 'Arcade'}]",Marippy,"[{'id': 82, 'name': 'Web browser'}]",Marippy is a Touhou fan game based on the arcade game Mappy. The game has the player play as Marisa Kirisame as she collects items from Alice Margatroid's house which Alice had stole.,https://www.igdb.com/games/marippy,1196467200.0,"[{'id': 278284, 'company': {'id': 56632, 'name': 'yu-ki'}}, {'id': 278285, 'company': {'id': 45277, 'name': 'Chibitami'}}]"
249757,"{'id': 302948, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co6hr8.jpg'}","[{'id': 32, 'name': 'Indie'}]",Eclipse Survivors,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Experience the ultimate challenge in Eclipse Survivors, a bullet-hell / area shooter game featuring epic bosses inspired by classic 16-bit titles. Collect XP gems, master unique skills, and dodge countless enemy bullets as you face off against hordes of foes. Will you survive the eclipse?",https://www.igdb.com/games/eclipse-survivors,1684886400.0,
209779,"{'id': 232700, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co4zjw.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 32, 'name': 'Indie'}]",Her Name Was Fire,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",Her Name Was Fire is a Tarotpunk twin stick roguelike with deck building elements where you progressively unlock spells and upgrades to defeat hordes of void creatures. Survive the 5 stages of grief and vanquish the Major Allegories.,https://www.igdb.com/games/her-name-was-fire,1665446400.0,"[{'id': 179273, 'company': {'id': 40827, 'name': 'tissue inu'}}]"
333165,"{'id': 442209, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9h7l.jpg'}","[{'id': 8, 'name': 'Platform'}, {'id': 9, 'name': 'Puzzle'}, {'id': 32, 'name': 'Indie'}]",Super Block Boy and Friends,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",Super Block Boy and Friends is an exhilarating 2D precision platformer that puts your skills and sanity to the ultimate test. Dive into our world of challenging levels that reward grit and persistence.,https://www.igdb.com/games/super-block-boy-and-friends,1743120000.0,
376286,"{'id': 503992, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coasvs.jpg'}",,Way of the Hunter: Hunter's Advantage Pack,"[{'id': 169, 'name': 'Xbox Series X|S'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 167, 'name': 'PlayStation 5'}]","Enhance your hunting experience with the Hunter’s Advantage Pack, featuring three specialized rifles and a versatile electronic caller. Designed for all types of wildlife, this DLC delivers precision, power, and adaptability in every shot.",https://www.igdb.com/games/way-of-the-hunter-hunters-advantage-pack,1755475200.0,"[{'id': 357304, 'company': {'id': 10075, 'name': 'THQ Nordic'}}, {'id': 357303, 'company': {'id': 42666, 'name': 'Nine Rocks Games'}}]"
105358,,"[{'id': 32, 'name': 'Indie'}]",Ecchi Puzzle,"[{'id': 3, 'name': 'Linux'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",Ecchi Puzzle is a sliding puzzle game.,https://www.igdb.com/games/ecchi-puzzle,1534982400.0,
101269,"{'id': 103836, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co284c.jpg'}","[{'id': 5, 'name': 'Shooter'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}, {'id': 33, 'name': 'Arcade'}]",Rheum,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Jump down the esophagus of a body plagued by viruses and big bad bosses in this reverse vertical scrolling shoot'em up! Collect eye crusties, upgrade your pupils, and clear the screen of bullets with your cornea crushing eye blasts!",https://www.igdb.com/games/rheum,1526947200.0,"[{'id': 100053, 'company': {'id': 25852, 'name': 'SpaceMyFriend'}}]"
301068,"{'id': 394526, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8gf2.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 15, 'name': 'Strategy'}, {'id': 31, 'name': 'Adventure'}]",Luminleaf Chronicles,"[{'id': 34, 'name': 'Android'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 39, 'name': 'iOS'}]","""Luminleaf Chronicles"" is the story of a group of cat girls who set out on an adventure to purify the world's water. In this game, you can choose different characters to go on your own adventures with others.",https://www.igdb.com/games/luminleaf-chronicles,,
363156,,"[{'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Astroneer: Megatech,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","In the ASTRONEER: Megatech DLC, players unlock the ability to build massive Megastructure projects that will test their Basebuilding skills using new and existing technology. Each Megastructure will have its own unique identity and gameplay, unlocking new possibilities and rewards. Harness the power of Megatech to take Basebuilding and Automation to a whole new level! This DLC will be completely compatible with existing saves, and builds off of any progress you’ve already made in game, feel free to start fresh, or load up your existing saves and start building!",https://www.igdb.com/games/astroneer-megatech,1761955200.0,"[{'id': 340407, 'company': {'id': 9437, 'name': 'System Era Softworks'}}]"
234532,"{'id': 283787, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co62yz.jpg'}","[{'id': 10, 'name': 'Racing'}, {'id': 13, 'name': 'Simulator'}, {'id': 14, 'name': 'Sport'}, {'id': 32, 'name': 'Indie'}]",E30 Drift Car Simulator,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",E30 car modification options and a funny drift game are waiting for you.,https://www.igdb.com/games/e30-drift-car-simulator,1675987200.0,
359529,"{'id': 477790, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coa8ny.jpg'}","[{'id': 5, 'name': 'Shooter'}, {'id': 32, 'name': 'Indie'}, {'id': 33, 'name': 'Arcade'}]",Danmaku Unlimited 4 Wyver Ultra,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",Arise Wyver and fly against overwhelming odds in this modern labor of love tribute to classic shoot'em ups!,https://www.igdb.com/games/danmaku-unlimited-4-wyver-ultra,,"[{'id': 334970, 'company': {'id': 8507, 'name': 'Doragon Entertainment'}}]"
142563,"{'id': 125054, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2ohq.jpg'}",,Project Tristars,"[{'id': 46, 'name': 'PlayStation Vita'}]","The previous activities for the 5th anniversary of the debut of the idol group ""3 Majesty"" ""XIP"" is recorded. You can enjoy their documentary from a new aspect, by choosing valuable scenes of the idols
Video of the performance of ""3 Majesty × XIP LIVE - SPLASH SUMMER FES 2017"" held at DMM VR THEATER in August 2017 and footage of the popular ""Victory Live"" at the app version ""Tokimeki Restaurant"" Total 15 or more recorded
All the visuals displayed in important scenes of documentaries are photographed by Makoto Maekazaki. You can see not only the idols that you always expected but also the new aspect of them such as how to strive behind the scenes",https://www.igdb.com/games/project-tristars,1519257600.0,"[{'id': 117217, 'company': {'id': 858, 'name': 'Koei Tecmo Games'}}]"
327475,,"[{'id': 33, 'name': 'Arcade'}]",Dragon Ball Z: Earth Defender,"[{'id': 82, 'name': 'Web browser'}]",,https://www.igdb.com/games/dragon-ball-z-earth-defender,,
210525,"{'id': 233524, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co506s.jpg'}","[{'id': 11, 'name': 'Real Time Strategy (RTS)'}, {'id': 13, 'name': 'Simulator'}, {'id': 15, 'name': 'Strategy'}, {'id': 24, 'name': 'Tactical'}]",RimWorld: Console Edition,"[{'id': 48, 'name': 'PlayStation 4'}, {'id': 49, 'name': 'Xbox One'}]","A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",https://www.igdb.com/games/rimworld-console-edition--1,1659052800.0,"[{'id': 180508, 'company': {'id': 748, 'name': 'Double Eleven'}}, {'id': 314498, 'company': {'id': 6096, 'name': 'Ludeon Studios'}}]"
215010,"{'id': 240331, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co55fv.jpg'}","[{'id': 24, 'name': 'Tactical'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Coonwood,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Coonwood is a multiplayer horror game. One player takes on the role of the alien who crashed on an unknown planet. The other players (1-4) play as raccoons. But in the place where they are located, anomalies occur and the characters begin to possess different abilities.",https://www.igdb.com/games/coonwood,1690934400.0,"[{'id': 185593, 'company': {'id': 34774, 'name': 'SoloQ'}}]"
313016,"{'id': 408020, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8qtw.jpg'}","[{'id': 4, 'name': 'Fighting'}, {'id': 8, 'name': 'Platform'}]",Super Smash Bros. for Wii U: Hyrule Castle,"[{'id': 41, 'name': 'Wii U'}]",,https://www.igdb.com/games/super-smash-bros-for-wii-u-hyrule-castle,1438300800.0,"[{'id': 280386, 'company': {'id': 70, 'name': 'Nintendo'}}, {'id': 280387, 'company': {'id': 29706, 'name': 'BANDAI NAMCO Games Inc'}}]"
124355,"{'id': 248059, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co5bej.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 32, 'name': 'Indie'}, {'id': 34, 'name': 'Visual Novel'}]",Tsukimi Planet,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","A boy named Utarou wakes up in his deathbed, being told that he has a short amount of time left to live. As he's letting the news sink in, a girl that's apparently an alien named Tsukimi pops up by his window and offers to grant him any wish he has. What will he wish for, and how will it turn out for him?",https://www.igdb.com/games/tsukimi-planet,1447459200.0,"[{'id': 143010, 'company': {'id': 22915, 'name': 'CHARON'}}]"
146870,"{'id': 139417, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2zkp.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 32, 'name': 'Indie'}]",SandTest,"[{'id': 82, 'name': 'Web browser'}]","A Flash falling sand game by onimatrix, hosted on Kongregate.",https://www.igdb.com/games/sandtest,1292716800.0,"[{'id': 130191, 'company': {'id': 33850, 'name': 'onimatrix'}}, {'id': 130192, 'company': {'id': 33851, 'name': 'Rei Eternal'}}]"
283543,"{'id': 357269, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7no5.jpg'}","[{'id': 34, 'name': 'Visual Novel'}]",D.C.5: Da Capo 5 Future Link,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]",,https://www.igdb.com/games/d-dot-c-5-da-capo-5-future-link,1706227200.0,"[{'id': 249559, 'company': {'id': 21413, 'name': 'Circus'}}]"
156805,"{'id': 257813, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co5ixh.jpg'}","[{'id': 15, 'name': 'Strategy'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Li Li Nuo De Qi Huan Zhi Lu,,"Lina was judged a witch by the church, and Lilina was ordered to execute her best friend... After a few years, theia territory again appeared the trace of the devil, Lilina decided to seek the truth in those days, set foot on the journey.",https://www.igdb.com/games/li-li-nuo-de-qi-huan-zhi-lu,,
93563,,"[{'id': 9, 'name': 'Puzzle'}]",Deflector,"[{'id': 9, 'name': 'PlayStation 3'}, {'id': 46, 'name': 'PlayStation Vita'}, {'id': 38, 'name': 'PlayStation Portable'}]","A puzzle game where your objective is to control a laser beam towards its destination. You goal is to redirect the laser beam from its source to the destination using objects like mirrors and prisms. But beware! There are valuable objects in the way that you must work around in order to win.

There are 90 unique levels with 3 different difficulty modes to test your puzzle skills to deflect the laser to its destination",https://www.igdb.com/games/deflector,1264636800.0,"[{'id': 162970, 'company': {'id': 36907, 'name': 'Gameshastra'}}, {'id': 162971, 'company': {'id': 9239, 'name': 'Gameshastra Solutions'}}]"
1563,"{'id': 389152, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co8c9s.jpg'}","[{'id': 4, 'name': 'Fighting'}, {'id': 25, 'name': ""Hack and slash/Beat 'em up""}, {'id': 33, 'name': 'Arcade'}]",Soul Edge,"[{'id': 52, 'name': 'Arcade'}]","Soul Edge is a 3D arcade fighting game and the first in the Soul series, it is one of the first 3D fighting game in history that place a particular emphasis on the story of the fighters. Each character have their own weapon, allowing for a wide range of play styles. The slower, longer ranged characters try to deliver their heavy blows from a distance whereas the quicker, faster characters try to get in as close as possible and deliver quick-hitting attacks.",https://www.igdb.com/games/soul-edge,824774400.0,"[{'id': 270279, 'company': {'id': 263, 'name': 'Namco'}}, {'id': 270280, 'company': {'id': 732, 'name': 'Project Soul'}}]"
92305,,,Chunkout,,,https://www.igdb.com/games/chunkout,,
160308,"{'id': 371560, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7yp4.jpg'}","[{'id': 15, 'name': 'Strategy'}, {'id': 32, 'name': 'Indie'}]",Tiger Tank 59 I: Mission Pack 063,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","The classic tank battle game re-opens, guarding your base and defeating all enemy tanks.",https://www.igdb.com/games/tiger-tank-59-i-mission-pack-063,1624492800.0,"[{'id': 259581, 'company': {'id': 36745, 'name': 'TigerQiuQiu'}}]"
332631,"{'id': 440208, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9fo0.jpg'}","[{'id': 2, 'name': 'Point-and-click'}, {'id': 31, 'name': 'Adventure'}]",Nesquik Quest,"[{'id': 82, 'name': 'Web browser'}]",,https://www.igdb.com/games/nesquik-quest,1230681600.0,
365344,"{'id': 485410, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coaejm.jpg'}","[{'id': 9, 'name': 'Puzzle'}, {'id': 13, 'name': 'Simulator'}, {'id': 31, 'name': 'Adventure'}, {'id': 33, 'name': 'Arcade'}]",Vice Thief Simulator: 80s Nostalgia,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 130, 'name': 'Nintendo Switch'}]","Every street holds danger, fortune, and opportunity.",https://www.igdb.com/games/vice-thief-simulator-80s-nostalgia,1756771200.0,
252060,"{'id': 307226, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co6l22.jpg'}","[{'id': 2, 'name': 'Point-and-click'}, {'id': 15, 'name': 'Strategy'}]",Toys vs. Nightmares,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","The nightmares have been unleashed from your closet and all you have are some books and toy soldiers….

Strategize and defend yourself from the evil monsters lurking in your closet. Use robots, rubber frogs, and miners to stop the ghosts and make it through the night.",https://www.igdb.com/games/toys-vs-nightmares,1315180800.0,"[{'id': 218084, 'company': {'id': 47800, 'name': 'Xplored'}}]"
341783,"{'id': 454238, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9qhq.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}]",Hispalis: Proyecto NoDo,"[{'id': 34, 'name': 'Android'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}]","Discover the free video game created by two Pokémon -loving fans from Seville that's taking Andalusia by storm.

Immerse yourself in the history of Hispalis , a post-apocalyptic Seville devastated by a massive pandemic, where Pokémon now reign supreme.",https://www.igdb.com/games/hispalis-proyecto-nodo,,
365342,"{'id': 485408, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coaejk.jpg'}","[{'id': 9, 'name': 'Puzzle'}]",Mechatris,"[{'id': 130, 'name': 'Nintendo Switch'}]","Punch, smash, and stack as waves of falling blocks keep coming!",https://www.igdb.com/games/mechatris,1756512000.0,
46416,"{'id': 127850, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2qne.jpg'}","[{'id': 7, 'name': 'Music'}]",Marky Mark and the Funky Bunch: Make My Video,"[{'id': 78, 'name': 'Sega CD'}]","Make My Video: Marky Mark and the Funky Bunch is a video game based on real-time editing of music video footage. The setup is that a brother and sister pair is arguing about what would make the best Marky Mark video. Since they can not agree, they enlist help from some other people: A boxer and his trainer, a trio of teenage girls, the members of a garage band, and their parents. Each group has their ideas about what an ideal Marky Mark video should or should not contain. The specifications normally come in the form of a set of pictures they either do or don't want to see, and perhaps some effects. The game has three Marky Mark videos from which to choose: ""Good Vibrations"", ""I Need Money"", and ""You Gotta Believe"".",https://www.igdb.com/games/marky-mark-and-the-funky-bunch-make-my-video,696902400.0,"[{'id': 90966, 'company': {'id': 4981, 'name': 'Sega Enterprises, Ltd.'}}, {'id': 90965, 'company': {'id': 1181, 'name': 'Digital Pictures'}}]"
199563,"{'id': 263127, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co5n13.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 32, 'name': 'Indie'}, {'id': 34, 'name': 'Visual Novel'}]",The Divine Speaker: The Sun and the Moon,"[{'id': 3, 'name': 'Linux'}, {'id': 6, 'name': 'PC (Microsoft Windows)'}, {'id': 14, 'name': 'Mac'}]",The story-rich 18+ prequel to The Divine Speaker. Follow alongside a younger Aemyl as he uncovers the world for himself!,https://www.igdb.com/games/the-divine-speaker-the-sun-and-the-moon,1686182400.0,"[{'id': 235494, 'company': {'id': 41974, 'name': 'Two and a Half Studios'}}]"
349941,"{'id': 466319, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co9ztb.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 32, 'name': 'Indie'}]",Red Rust Pioneers,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Your story begins stranded in the unforgiving wilderness of the Wild West.

Your one goal: to survive.

Endure scorching days and freezing nights as you battle hunger, thirst, and the elements. Forage for food, hunt wildlife, and fish to stay alive. Scavenge the land to gather vital resources and craft the tools and weapons you’ll need to stand a chance in this brutal but breathtaking frontier.

Can you master the elements and withstand blistering heat, violent rainstorms and freezing cold winters?

Should you beat the odds and live, alone or with up to three friends, you’ll find yourself in a gorgeous, rugged, vibrant land. Will you be able to not only survive, but thrive?

Build and grow your camp your way with easy to use base building mechanics. Fish in the lakes and rivers, or hunt in the atmospheric woodlands and open prairies. Farm and harvest a variety of crops to establish a self-sufficient camp. Adventure high into the mountains to mine resources, and craft better weapons and tools.

Explore a beautifully realized, open world, fictionalized Wild West frontier and become the first to discover the untamed wilderness of Red Rust Valley.

If you can overcome the threat of extreme hunger, brutal weather conditions and lethal wildlife you may just live to appreciate it.",https://www.igdb.com/games/red-rust-pioneers,1798675200.0,"[{'id': 325691, 'company': {'id': 12084, 'name': 'Excalibur Games'}}]"
340181,"{'id': 503066, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/coas62.jpg'}","[{'id': 15, 'name': 'Strategy'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Spirits of the Unloved,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","You, Youtuber James Pink, go into a haunted orphanage in order to get footage for your upcoming video. You are faced with paranormal activity in the orphanage while recording your footage.",https://www.igdb.com/games/spirits-of-the-unloved,1722988800.0,
42287,"{'id': 343001, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co7cnt.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}]",Princess Minerva,"[{'id': 149, 'name': 'PC-9800 Series'}, {'id': 86, 'name': 'TurboGrafx-16/PC Engine'}, {'id': 150, 'name': 'Turbografx-16/PC Engine CD'}, {'id': 58, 'name': 'Super Famicom'}]","Princess Minerva is a role-playing video game developed and published by Riverhillsoft for the NEC PC-9801 in 1992 in Japan only. An original video animation by Group TAC was originally released by Toho in May 1995 in Japan; it was later released also in the United States. The extended franchise also includes a manga series, an illustrated serial novel, and other media.",https://www.igdb.com/games/princess-minerva,725760000.0,"[{'id': 159809, 'company': {'id': 1192, 'name': 'Vic Tokai'}}, {'id': 159808, 'company': {'id': 816, 'name': 'Atelier Double'}}, {'id': 240407, 'company': {'id': 4530, 'name': 'Riverhillsoft'}}]"
238785,"{'id': 288149, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co66c5.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 31, 'name': 'Adventure'}, {'id': 32, 'name': 'Indie'}]",Loretta's Brand New Job,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Loretta's husband Elio has started a promising new job at a newspaper. However, a politician Elio used to work with is now coercing Elio to write positive articles about him, putting Elio's reputation at risk. To protect her husband, Loretta begins to look into this man's past...",https://www.igdb.com/games/lorettas-brand-new-job,1689984000.0,"[{'id': 300493, 'company': {'id': 20611, 'name': 'Kagura Games'}}, {'id': 300494, 'company': {'id': 23305, 'name': 'AVANTGARDE'}}]"
42563,"{'id': 120038, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co2kme.jpg'}","[{'id': 12, 'name': 'Role-playing (RPG)'}, {'id': 15, 'name': 'Strategy'}]",Dai-4-ji Super Robot Taisen,"[{'id': 32, 'name': 'Sega Saturn'}, {'id': 7, 'name': 'PlayStation'}, {'id': 58, 'name': 'Super Famicom'}]","Dai-4-ji Super Robot Taisen is a Sci-Fi Turn-Based Strategy game, developed and published by Banpresto, which was released in Japan in 1995.",https://www.igdb.com/games/dai-4-ji-super-robot-taisen,795398400.0,"[{'id': 113282, 'company': {'id': 19966, 'name': 'Banpresto Co., Ltd.'}}, {'id': 113283, 'company': {'id': 2905, 'name': 'Winkysoft'}}]"
117831,"{'id': 184972, 'url': '//images.igdb.com/igdb/image/upload/t_thumb/co3yq4.jpg'}","[{'id': 13, 'name': 'Simulator'}, {'id': 15, 'name': 'Strategy'}, {'id': 32, 'name': 'Indie'}]",Ruins to Rumble,"[{'id': 6, 'name': 'PC (Microsoft Windows)'}]","Ruins to Rumble is a sandbox colony survival in a 2D side scroller environment. Build, fight, explore and defend to claim victory against other factions and monsters.",https://www.igdb.com/games/ruins-to-rumble,1569542400.0,"[{'id': 334418, 'company': {'id': 18754, 'name': 'GrabTheGames'}}, {'id': 334419, 'company': {'id': 21798, 'name': 'Sugoi Yellow'}}]"
